payment_id,order_id,expected_status,expected_exception_type,expected_action,expected_root_cause,notes
PAY_10185,ORD_50185,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10186,ORD_50186,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10187,ORD_50187,EXCEPTION,MISSING_SETTLEMENT,HUMAN_REVIEW,UNSETTLED_TRANSACTION,Payment exists in payments.csv but has no settlement record in settlements.csv
PAY_10188,ORD_50188,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10189,ORD_50189,EXCEPTION,AMOUNT_MISMATCH,HUMAN_REVIEW,UNEXPLAINED_AMOUNT_DIFFERENCE,Settlement amount is 150.00 lower than expected after fees
PAY_10190,ORD_50190,EXCEPTION,DUPLICATE,HUMAN_REVIEW,DUPLICATE_SETTLEMENT_RECORD,Multiple settlement records exist for single payment ID
PAY_10191,ORD_50191,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10192,ORD_50192,EXCEPTION,UNKNOWN,HUMAN_REVIEW,AMBIGUOUS_ANOMALY,Ambiguous financial state: negative fee and settlement amount exceeds payment
PAY_10193,ORD_50193,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10194,ORD_50194,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10195,ORD_50195,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10196,ORD_50196,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10197,ORD_50197,EXCEPTION,UNKNOWN,HUMAN_REVIEW,AMBIGUOUS_ANOMALY,Ambiguous financial state: negative fee and settlement amount exceeds payment
PAY_10198,ORD_50198,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10199,ORD_50199,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10200,ORD_50200,EXCEPTION,MISSING_SETTLEMENT,HUMAN_REVIEW,UNSETTLED_TRANSACTION,Payment exists in payments.csv but has no settlement record in settlements.csv
